,MPO,S100,SMA,H3,FAP,HLA-DR,CD146,CDH11,CA9,Collagen I,VCAM1,CD20,CD68,IDO,CD3e,PDN,MMP11,PD-1,CD73,MMP9,p75,TCF1/TCF7,CD10,VIM,FOXP3,CD45RA,PNAd,CD8,CD248,LYVE-1,PDGFRB,CD34,CD4,vWF,CXCL12,CCL21,panCK,CDH6,Iridium,Iridium (V2),Ki-67,CAV1,CD15
cords24_ocmzljpb_1,0.088620879150196,0.2127310794632577,0.4586728509437721,0.7206576978910942,0.4055720111588952,0.6703139073846563,0.2872068367305996,0.223150901228424,0.2541130786930042,0.6118248919727102,0.2938829680881524,0.11474450739154,0.4262240827563469,0.2065169933682235,0.162915419884621,0.1962467581115255,0.4058733330952108,0.1116336555740797,0.2647159825960121,0.3729366889504119,0.0518217516402871,0.1607405290946522,0.5332905215773415,1.2696600515245926,0.2696187762216928,0.9783797526044732,,0.1719433648227935,0.6339463330379513,0.2746180646932726,0.4339740832604513,0.2871509288221273,0.1776165584573235,0.2984019638845452,0.1397612983144802,0.0543254665325831,1.3805364612497049,0.0888155415800228,,,0.3849326338230826,0.5507112639112732,0.9274398145873266
