,MPO,S100,SMA,H3,FAP,HLA-DR,CD146,CDH11,CA9,Collagen I,VCAM1,CD20,CD68,IDO,CD3e,PDN,MMP11,PD-1,CD73,MMP9,p75,TCF1/TCF7,CD10,VIM,FOXP3,CD45RA,PNAd,CD8,CD248,LYVE-1,PDGFRB,CD34,CD4,vWF,CXCL12,CCL21,panCK,CDH6,Iridium,Iridium (V2),Ki-67,CAV1,CD15
cords24_ocmzljpb_1,0.2087801597307545,0.2470850108649179,0.6195240791640302,0.7738638643730049,0.3487111909359103,0.8682772628625924,0.2870024568529082,0.261454646820622,0.4314592193231906,0.6926234943997776,0.3273235115919812,0.3204235099802935,0.5202883723760136,0.2660439965764123,0.2126899523714614,0.2630222621756857,0.3377268184328447,0.1345767196629799,0.2850789380393385,0.370903331900689,0.0797138947875561,0.2042261005818136,0.4929565546207881,1.2802398963035762,0.3443645867862022,0.7030548199173475,,0.2456699016522029,0.4560468684574124,0.2447600016166856,0.3372508856542863,0.3001674446862217,0.1849610173970145,0.3014005652484052,0.2883978132356652,0.0960809546779877,1.462144973203717,0.1165021089131391,,,0.3159700175256809,0.4341136109613194,1.124637007235583
