,MPO,S100,SMA,H3,FAP,HLA-DR,CD146,CDH11,CA9,Collagen I,VCAM1,CD20,CD68,IDO,CD3e,PDN,MMP11,PD-1,CD73,MMP9,p75,TCF1/TCF7,CD10,VIM,FOXP3,CD45RA,PNAd,CD8,CD248,LYVE-1,PDGFRB,CD34,CD4,vWF,CXCL12,CCL21,panCK,CDH6,Iridium,Iridium (V2),Ki-67,CAV1,CD15
cords24_ocmzljpb_1,4.9637575,3.0806267,31.751629,10.402661,9.776495,23.319841,8.066498,4.0860486,4.7952147,21.314684,3.8451252,2.1597085,13.98669,2.7090168,3.7292292,2.424561,5.8554974,2.131508,3.8415666,5.788224,1.5099465,2.9950979,12.500693,96.99153,5.7038403,15.316544,,4.117085,6.943788,4.26816,5.068658,5.0,3.0752454,5.949944,3.5582383,2.0,99.11077,2.0,,,4.7086134,6.333565,83.56116
